customer_id,name,gender,dob,phone,email,city,state,kyc_status,created_date
C1295,Customer295,,1985-01-01,9958336266,user295@mail.com,Hyderabad,State,Y,2025-02-26
C1296,Customer296,,1986-01-01,,user296@mail.com,Delhi,State,N,2024-03-09
C1297,Customer297,,1987-01-01,9208601572,user297@mail.com,Pune,State,Y,2024-05-14
C1298,Customer298,F,1988-01-01,9742697720,user298@mail.com,Pune,State,N,2025-03-26
C1299,Customer299,F,1989-01-01,9538549347,user299@mail.com,Pune,State,N,2020-04-19
C1300,Customer300,M,1980-01-01,9605478855,user300@mail.com,Hyderabad,State,Y,2024-07-21
C1301,Customer301,M,1981-01-01,9993101021,user301@mail.com,Hyderabad,State,Y,2022-12-22
C1302,Customer302,,1982-01-01,9919482891,user302@mail.com,Mumbai,State,N,2024-05-22
C1303,Customer303,,1983-01-01,9803153081,user303@mail.com,Mumbai,State,N,2024-08-05
C1304,Customer304,,1984-01-01,9363252975,user304@mail.com,Delhi,State,Y,2023-02-25
C1305,Customer305,F,1985-01-01,9270359019,user305@mail.com,Hyderabad,State,Y,2025-02-19
C1306,Customer306,,1986-01-01,9436831256,user306@mail.com,Pune,State,N,2021-06-03
C1307,Customer307,,1987-01-01,9771919109,user307@mail.com,Hyderabad,State,N,2022-04-29
C1308,Customer308,F,1988-01-01,9485198675,user308@mail.com,Mumbai,State,N,2022-06-22
C1309,Customer309,,1989-01-01,9355614895,user309@mail.com,Delhi,State,Y,2021-11-30
C1310,Customer310,,1980-01-01,9221871351,user310@mail.com,Delhi,State,N,2025-01-05
C1311,Customer311,F,1981-01-01,9913332719,user311@mail.com,Hyderabad,State,Y,2022-09-10
C1312,Customer312,M,1982-01-01,9511499358,user312@mail.com,Delhi,State,N,2024-01-07
C1313,Customer313,M,1983-01-01,9207048295,user313@mail.com,Delhi,State,N,2025-06-19
C1314,Customer314,F,1984-01-01,9805035529,user314@mail.com,Delhi,State,N,2024-03-01
C1315,Customer315,F,1985-01-01,9496801145,user315@mail.com,Pune,State,Y,2022-06-03
C1316,Customer316,F,1986-01-01,9528270473,user316@mail.com,Hyderabad,State,N,2025-03-13
C1317,Customer317,F,1987-01-01,9234448393,user317@mail.com,Delhi,State,Y,2022-02-09
C1318,Customer318,F,1988-01-01,9217008334,user318@mail.com,Hyderabad,State,Y,2025-04-11
C1319,Customer319,M,1989-01-01,9592629723,,Pune,State,N,2025-02-22
C1320,Customer320,M,1980-01-01,9265666181,user320@mail.com,Hyderabad,State,N,2020-02-08
C1321,Customer321,F,1981-01-01,9525789612,user321@mail.com,Delhi,State,N,2020-01-11
C1322,Customer322,,1982-01-01,9963141591,user322@mail.com,Delhi,State,N,2025-02-01
C1323,Customer323,M,1983-01-01,9811105399,user323@mail.com,Delhi,State,N,2023-09-18
C1324,Customer324,M,1984-01-01,9181665924,user324@mail.com,Delhi,State,Y,2022-02-08
C1325,Customer325,,1985-01-01,9123164047,user325@mail.com,Delhi,State,N,2021-04-27
C1326,Customer326,M,1986-01-01,9653687906,user326@mail.com,Delhi,State,Y,2021-05-22
C1327,Customer327,F,1987-01-01,9936957078,user327@mail.com,Pune,State,Y,2023-03-07
C1328,Customer328,,1988-01-01,9151912698,user328@mail.com,Pune,State,Y,2023-02-20
C1329,Customer329,M,1989-01-01,9788737028,user329@mail.com,Pune,State,Y,2022-11-27
C1330,Customer330,M,1980-01-01,9934679299,user330@mail.com,Hyderabad,State,Y,2025-05-10
C1331,Customer331,F,1981-01-01,9600824688,user331@mail.com,Mumbai,State,N,2020-12-07
C1332,Customer332,,1982-01-01,9243023901,user332@mail.com,Mumbai,State,N,2022-10-24
C1333,Customer333,F,1983-01-01,,user333@mail.com,Delhi,State,N,2023-12-01
C1334,Customer334,F,1984-01-01,9967987325,user334@mail.com,Delhi,State,N,2024-07-31
C1335,Customer335,F,1985-01-01,9486537307,user335@mail.com,Delhi,State,N,2023-03-06
C1336,Customer336,F,1986-01-01,9288073746,user336@mail.com,Hyderabad,State,N,2021-11-19
C1337,Customer337,M,1987-01-01,9377528405,user337@mail.com,Mumbai,State,N,2021-12-16
C1338,Customer338,F,1988-01-01,9399717606,user338@mail.com,Pune,State,Y,2020-11-01
C1339,Customer339,M,1989-01-01,9371360189,user339@mail.com,Delhi,State,Y,2020-05-24
C1340,Customer340,,1980-01-01,9677197242,user340@mail.com,Delhi,State,N,2024-01-06
C1341,Customer341,M,1981-01-01,9720206325,user341@mail.com,Delhi,State,N,2022-03-12
C1342,Customer342,,1982-01-01,9310278849,user342@mail.com,Hyderabad,State,Y,2020-11-09
C1343,Customer343,,1983-01-01,9161766843,user343@mail.com,Hyderabad,State,N,2022-02-22
C1344,Customer344,F,1984-01-01,9832733703,user344@mail.com,Delhi,State,Y,2023-10-09
C1345,Customer345,,1985-01-01,9686638423,user345@mail.com,Hyderabad,State,Y,2024-10-06
C1346,Customer346,F,1986-01-01,9249708664,user346@mail.com,Mumbai,State,Y,2023-09-17
C1347,Customer347,,1987-01-01,9526464655,user347@mail.com,Mumbai,State,Y,2021-04-06
C1348,Customer348,F,1988-01-01,9861638245,,Delhi,State,N,2022-10-04
C1349,Customer349,,1989-01-01,9413284603,user349@mail.com,Hyderabad,State,N,2021-03-03
C1350,Customer350,,1980-01-01,9597628601,user350@mail.com,Hyderabad,State,N,2024-06-27
C1351,Customer351,,1981-01-01,9736293749,user351@mail.com,Hyderabad,State,N,2024-03-25
C1352,Customer352,F,1982-01-01,9373693100,user352@mail.com,Hyderabad,State,Y,2024-08-23
C1353,Customer353,F,1983-01-01,9271693326,user353@mail.com,Delhi,State,Y,2020-08-18
C1354,Customer354,F,1984-01-01,9780138270,user354@mail.com,Delhi,State,Y,2022-10-29
C1355,Customer355,,1985-01-01,9526084698,user355@mail.com,Hyderabad,State,Y,2024-08-04
C1356,Customer356,F,1986-01-01,9809585832,user356@mail.com,Delhi,State,N,2024-01-24
C1357,Customer357,M,1987-01-01,9870635893,user357@mail.com,Hyderabad,State,Y,2024-04-12
C1358,Customer358,,1988-01-01,9505928053,user358@mail.com,Pune,State,Y,2021-07-02
C1359,Customer359,M,1989-01-01,9785512841,user359@mail.com,Delhi,State,Y,2024-10-17
C1360,Customer360,F,1980-01-01,9393872336,user360@mail.com,Pune,State,N,2021-07-11
C1361,Customer361,F,1981-01-01,9204938803,user361@mail.com,Delhi,State,Y,2023-02-19
C1362,Customer362,M,1982-01-01,9587404394,user362@mail.com,Hyderabad,State,N,2021-03-14
C1363,Customer363,F,1983-01-01,9983578473,user363@mail.com,Mumbai,State,Y,2020-07-11
C1364,Customer364,M,1984-01-01,9828122382,user364@mail.com,Hyderabad,State,N,2024-09-03
C1365,Customer365,F,1985-01-01,9302712882,user365@mail.com,Delhi,State,Y,2024-10-01
C1366,Customer366,,1986-01-01,9513179786,user366@mail.com,Mumbai,State,Y,2021-04-21
C1367,Customer367,F,1987-01-01,9807203801,user367@mail.com,Hyderabad,State,N,2025-01-29
C1368,Customer368,M,1988-01-01,9592267077,user368@mail.com,Hyderabad,State,Y,2024-12-30
C1369,Customer369,M,1989-01-01,9406578456,user369@mail.com,Pune,State,Y,2023-04-09
C1370,Customer370,,1980-01-01,,user370@mail.com,Hyderabad,State,N,2020-07-07
C1371,Customer371,F,1981-01-01,9955418105,user371@mail.com,Mumbai,State,N,2021-07-02
C1372,Customer372,F,1982-01-01,9605334279,user372@mail.com,Hyderabad,State,N,2020-02-05
C1373,Customer373,F,1983-01-01,9427068133,user373@mail.com,Mumbai,State,Y,2023-05-05
C1374,Customer374,,1984-01-01,9696728196,user374@mail.com,Mumbai,State,Y,2024-11-06
C1375,Customer375,,1985-01-01,9945173286,user375@mail.com,Mumbai,State,N,2022-03-11
C1376,Customer376,,1986-01-01,9949199047,user376@mail.com,Hyderabad,State,Y,2020-03-16
C1377,Customer377,,1987-01-01,9668599272,,Hyderabad,State,Y,2025-01-21
C1378,Customer378,F,1988-01-01,9461525927,user378@mail.com,Mumbai,State,Y,2023-07-29
C1379,Customer379,F,1989-01-01,9725698429,user379@mail.com,Hyderabad,State,N,2025-01-09
C1380,Customer380,,1980-01-01,9189938051,user380@mail.com,Pune,State,N,2022-10-21
C1381,Customer381,,1981-01-01,9103657237,user381@mail.com,Delhi,State,N,2022-01-09
C1382,Customer382,M,1982-01-01,9256920465,user382@mail.com,Delhi,State,Y,2022-04-07
C1383,Customer383,F,1983-01-01,9646148852,user383@mail.com,Pune,State,N,2021-11-30
C1384,Customer384,F,1984-01-01,9753734397,user384@mail.com,Mumbai,State,Y,2023-12-27
C1385,Customer385,M,1985-01-01,9924149747,user385@mail.com,Delhi,State,N,2024-03-25
C1386,Customer386,F,1986-01-01,9690973871,user386@mail.com,Mumbai,State,Y,2020-06-02
C1387,Customer387,,1987-01-01,9282952868,user387@mail.com,Mumbai,State,N,2020-06-19
C1388,Customer388,M,1988-01-01,9403255765,user388@mail.com,Mumbai,State,Y,2021-03-07
C1389,Customer389,M,1989-01-01,9397565424,user389@mail.com,Pune,State,Y,2024-02-19
C1390,Customer390,,1980-01-01,9423543065,user390@mail.com,Delhi,State,Y,2023-02-01
C1391,Customer391,F,1981-01-01,9464712928,user391@mail.com,Mumbai,State,Y,2020-03-13
C1392,Customer392,F,1982-01-01,9974166625,user392@mail.com,Mumbai,State,Y,2020-02-28
C1393,Customer393,F,1983-01-01,9548282893,user393@mail.com,Delhi,State,Y,2023-12-18
C1394,Customer394,,1984-01-01,9853833795,user394@mail.com,Pune,State,Y,2025-06-15
C1395,Customer395,M,1985-01-01,9350009003,user395@mail.com,Hyderabad,State,Y,2025-06-17
C1396,Customer396,,1986-01-01,9643571571,user396@mail.com,Hyderabad,State,N,2022-07-27
C1397,Customer397,M,1987-01-01,9939031370,user397@mail.com,Hyderabad,State,N,2025-05-24
C1398,Customer398,F,1988-01-01,9459623383,user398@mail.com,Mumbai,State,Y,2025-03-10
C1399,Customer399,,1989-01-01,9110041636,user399@mail.com,Hyderabad,State,N,2020-03-07
C1400,Customer400,M,1980-01-01,9371993131,user400@mail.com,Hyderabad,State,Y,2021-04-16
C1401,Customer401,M,1981-01-01,9662966682,user401@mail.com,Delhi,State,Y,2025-04-21
C1402,Customer402,,1982-01-01,9315018985,user402@mail.com,Delhi,State,N,2021-08-14
C1403,Customer403,M,1983-01-01,9626653629,user403@mail.com,Mumbai,State,N,2022-03-13
C1404,Customer404,,1984-01-01,9178896891,user404@mail.com,Delhi,State,Y,2021-01-19
C1405,Customer405,,1985-01-01,9769003652,user405@mail.com,Mumbai,State,N,2023-06-10
C1406,Customer406,F,1986-01-01,9490280825,,Hyderabad,State,N,2020-02-12
C1407,Customer407,M,1987-01-01,,user407@mail.com,Pune,State,N,2021-11-25
C1408,Customer408,M,1988-01-01,9794632786,user408@mail.com,Pune,State,Y,2023-12-07
C1409,Customer409,,1989-01-01,9963528756,user409@mail.com,Pune,State,N,2023-05-13
C1410,Customer410,,1980-01-01,9892832594,user410@mail.com,Pune,State,N,2020-12-04
C1411,Customer411,F,1981-01-01,9825458915,user411@mail.com,Mumbai,State,N,2023-05-28
C1412,Customer412,,1982-01-01,9378260630,user412@mail.com,Mumbai,State,N,2020-01-31
C1413,Customer413,,1983-01-01,9913223273,user413@mail.com,Hyderabad,State,N,2022-07-26
C1414,Customer414,F,1984-01-01,9349262506,user414@mail.com,Pune,State,Y,2023-12-03
C1415,Customer415,F,1985-01-01,9460338545,user415@mail.com,Delhi,State,N,2024-11-01
C1416,Customer416,F,1986-01-01,9158250731,user416@mail.com,Hyderabad,State,N,2024-11-19
C1417,Customer417,M,1987-01-01,9374667801,user417@mail.com,Hyderabad,State,N,2022-02-14
C1418,Customer418,M,1988-01-01,9448405489,user418@mail.com,Mumbai,State,N,2023-04-21
C1419,Customer419,M,1989-01-01,9323942988,user419@mail.com,Hyderabad,State,N,2020-09-02
C1420,Customer420,,1980-01-01,9981538705,user420@mail.com,Hyderabad,State,Y,2024-05-18
C1421,Customer421,,1981-01-01,9415990095,user421@mail.com,Pune,State,N,2021-04-21
C1422,Customer422,M,1982-01-01,9791544578,user422@mail.com,Delhi,State,N,2021-09-11
C1423,Customer423,F,1983-01-01,9505891269,user423@mail.com,Pune,State,N,2024-07-18
C1424,Customer424,M,1984-01-01,9313663146,user424@mail.com,Pune,State,Y,2023-05-29
C1425,Customer425,M,1985-01-01,9763067561,user425@mail.com,Delhi,State,Y,2021-05-13
C1426,Customer426,,1986-01-01,9523783584,user426@mail.com,Pune,State,Y,2023-06-27
C1427,Customer427,M,1987-01-01,9873187267,user427@mail.com,Mumbai,State,N,2020-01-03
C1428,Customer428,,1988-01-01,9856419958,user428@mail.com,Mumbai,State,N,2022-10-16
C1429,Customer429,M,1989-01-01,9825045702,user429@mail.com,Delhi,State,Y,2022-01-29
C1430,Customer430,F,1980-01-01,9694740741,user430@mail.com,Mumbai,State,N,2021-10-12
C1431,Customer431,,1981-01-01,9219740832,user431@mail.com,Mumbai,State,N,2022-05-29
C1432,Customer432,M,1982-01-01,9433638943,user432@mail.com,Hyderabad,State,N,2020-08-23
C1433,Customer433,,1983-01-01,9336832778,user433@mail.com,Mumbai,State,N,2022-02-02
C1434,Customer434,M,1984-01-01,9158207861,user434@mail.com,Hyderabad,State,Y,2020-09-22
C1435,Customer435,F,1985-01-01,9151888650,,Hyderabad,State,Y,2020-01-07
C1436,Customer436,,1986-01-01,9166354342,user436@mail.com,Pune,State,Y,2020-05-15
C1437,Customer437,M,1987-01-01,9109623190,user437@mail.com,Hyderabad,State,N,2021-11-12
C1438,Customer438,M,1988-01-01,9756612768,user438@mail.com,Hyderabad,State,Y,2022-08-18
C1439,Customer439,M,1989-01-01,9385897342,user439@mail.com,Mumbai,State,N,2024-12-25
C1440,Customer440,M,1980-01-01,9296145932,user440@mail.com,Delhi,State,N,2024-12-21
C1441,Customer441,M,1981-01-01,9356185490,user441@mail.com,Pune,State,Y,2021-11-09
C1442,Customer442,F,1982-01-01,9536755402,user442@mail.com,Hyderabad,State,Y,2023-02-26
C1443,Customer443,M,1983-01-01,9642898249,user443@mail.com,Hyderabad,State,Y,2021-03-23
C1444,Customer444,M,1984-01-01,,user444@mail.com,Delhi,State,N,2025-01-28
C1445,Customer445,M,1985-01-01,9163132274,user445@mail.com,Mumbai,State,Y,2020-05-08
C1446,Customer446,F,1986-01-01,9261122144,user446@mail.com,Delhi,State,Y,2024-03-11
C1447,Customer447,F,1987-01-01,9469714291,user447@mail.com,Hyderabad,State,Y,2022-06-25
C1448,Customer448,M,1988-01-01,9951968020,user448@mail.com,Delhi,State,Y,2020-09-01
C1449,Customer449,M,1989-01-01,9317290771,user449@mail.com,Hyderabad,State,Y,2020-06-28
C1450,Customer450,,1980-01-01,9336047732,user450@mail.com,Mumbai,State,N,2022-12-15
C1451,Customer451,F,1981-01-01,9366974777,user451@mail.com,Hyderabad,State,N,2024-04-15
C1452,Customer452,M,1982-01-01,9449787930,user452@mail.com,Mumbai,State,N,2022-07-19
C1453,Customer453,,1983-01-01,9760869009,user453@mail.com,Pune,State,N,2020-07-02
C1454,Customer454,F,1984-01-01,9362524615,user454@mail.com,Pune,State,N,2025-02-08
C1455,Customer455,M,1985-01-01,9749534880,user455@mail.com,Hyderabad,State,Y,2020-05-28
C1456,Customer456,F,1986-01-01,9397339345,user456@mail.com,Mumbai,State,N,2024-03-25
C1457,Customer457,F,1987-01-01,9539436110,user457@mail.com,Pune,State,N,2021-12-21
C1458,Customer458,F,1988-01-01,9525255291,user458@mail.com,Pune,State,Y,2022-01-28
C1459,Customer459,M,1989-01-01,9424728993,user459@mail.com,Delhi,State,N,2023-03-06
C1460,Customer460,M,1980-01-01,9688978649,user460@mail.com,Delhi,State,Y,2022-07-26
C1461,Customer461,,1981-01-01,9773562759,user461@mail.com,Delhi,State,Y,2020-11-25
C1462,Customer462,M,1982-01-01,9972581840,user462@mail.com,Mumbai,State,Y,2021-12-29
C1463,Customer463,,1983-01-01,9438457066,user463@mail.com,Delhi,State,N,2024-10-18
C1464,Customer464,F,1984-01-01,9432581142,,Hyderabad,State,N,2020-11-11
C1465,Customer465,,1985-01-01,9479311974,user465@mail.com,Pune,State,Y,2024-09-26
C1466,Customer466,M,1986-01-01,9834993418,user466@mail.com,Mumbai,State,Y,2023-11-04
C1467,Customer467,M,1987-01-01,9614946403,user467@mail.com,Hyderabad,State,Y,2024-01-27
C1468,Customer468,M,1988-01-01,9797365402,user468@mail.com,Mumbai,State,N,2022-11-05
C1469,Customer469,F,1989-01-01,9939415052,user469@mail.com,Mumbai,State,N,2023-09-01
C1470,Customer470,M,1980-01-01,9298249361,user470@mail.com,Pune,State,Y,2021-07-08
C1471,Customer471,,1981-01-01,9864078197,user471@mail.com,Delhi,State,Y,2021-05-20
C1472,Customer472,F,1982-01-01,9451184502,user472@mail.com,Pune,State,Y,2022-01-06
C1473,Customer473,M,1983-01-01,9348842924,user473@mail.com,Mumbai,State,Y,2021-02-04
C1474,Customer474,M,1984-01-01,9245442777,user474@mail.com,Delhi,State,N,2022-11-02
C1475,Customer475,F,1985-01-01,9251246897,user475@mail.com,Delhi,State,Y,2020-06-03
C1476,Customer476,F,1986-01-01,9715688625,user476@mail.com,Pune,State,N,2023-04-04
C1477,Customer477,,1987-01-01,9610002662,user477@mail.com,Delhi,State,N,2021-02-04
C1478,Customer478,F,1988-01-01,9963785577,user478@mail.com,Hyderabad,State,N,2021-02-24
C1479,Customer479,M,1989-01-01,9919261281,user479@mail.com,Delhi,State,Y,2024-05-01
C1480,Customer480,M,1980-01-01,9122762767,user480@mail.com,Delhi,State,N,2022-01-13
C1481,Customer481,M,1981-01-01,,user481@mail.com,Hyderabad,State,N,2020-06-17
C1482,Customer482,,1982-01-01,9354823691,user482@mail.com,Delhi,State,Y,2022-06-22
C1483,Customer483,,1983-01-01,9804361349,user483@mail.com,Delhi,State,N,2020-12-03
C1484,Customer484,,1984-01-01,9842389542,user484@mail.com,Hyderabad,State,Y,2021-10-09
C1485,Customer485,F,1985-01-01,9692810937,user485@mail.com,Hyderabad,State,Y,2024-10-13
C1486,Customer486,F,1986-01-01,9636824889,user486@mail.com,Mumbai,State,Y,2022-09-26
C1487,Customer487,M,1987-01-01,9648868712,user487@mail.com,Mumbai,State,N,2023-05-24
C1488,Customer488,F,1988-01-01,9941499664,user488@mail.com,Hyderabad,State,N,2021-11-23
C1489,Customer489,F,1989-01-01,9176762601,user489@mail.com,Mumbai,State,Y,2023-09-10
C1490,Customer490,,1980-01-01,9446765197,user490@mail.com,Hyderabad,State,Y,2025-02-03
C1491,Customer491,F,1981-01-01,9342442593,user491@mail.com,Mumbai,State,N,2024-09-04
C1492,Customer492,F,1982-01-01,9428794295,user492@mail.com,Pune,State,N,2025-05-01
C1493,Customer493,M,1983-01-01,9416233026,,Delhi,State,N,2020-04-09
C1494,Customer494,M,1984-01-01,9563255288,user494@mail.com,Pune,State,Y,2021-07-23
C1495,Customer495,F,1985-01-01,9924790322,user495@mail.com,Pune,State,N,2023-05-31
C1496,Customer496,F,1986-01-01,9825190773,user496@mail.com,Delhi,State,N,2020-10-19
C1497,Customer497,F,1987-01-01,9201577359,user497@mail.com,Pune,State,N,2022-12-05
C1498,Customer498,,1988-01-01,9708813401,user498@mail.com,Delhi,State,N,2022-07-09
C1499,Customer499,M,1989-01-01,9994055901,user499@mail.com,Pune,State,Y,2020-03-18
